PMID,factor_relevance,entity,category,source_sentence,explanation
36347158,No,dementia,ADRD,A greater sense of meaning and purpose in life is associated with lower dementia risk.,Dementia is a key outcome in ADRD research.
36347158,No,Alzheimer's disease,ADRD,Similar associations were found for Alzheimer's disease and vascular dementia.,Alzheimer's disease is a primary subtype of ADRD.
36347158,No,vascular dementia,ADRD,Similar associations were found for Alzheimer's disease and vascular dementia.,Vascular dementia is a related dementia subtype.
36341554,No,Alzheimer's disease,ADRD,"Tauopathies, including Alzheimer's disease and primary age-related tauopathy (PART), present heterogeneous clinico-pathological phenotypes that include dementia, aphasia, motor neuron diseases, and psychiatric symptoms.",Mentioned as a tauopathy linked to dementia and behavioral symptoms.
36341554,No,primary age-related tauopathy (PART),ADRD,"PART is neuropathologically characterized by the presence of neurofibrillary tangles in limbic regions without significant Aβ deposition, but its clinical features have not yet been fully established.",Described as a tauopathy with limbic pathology and behavioral symptoms.
35585714,No,,,,
35420258,No,Alzheimer's disease and related dementias (ADRD),AD/ADRD,"Clinical research focused on aging, Alzheimer's disease and related dementias (ADRD), and caregiving often does not recruit Asian Americans and Pacific Islanders (AAPIs).",Primary focus of the study on ADRD recruitment.
35321599,No,,,,
36647450,No,dementia,ADRD,The number of people suffering from dementia is increasing rapidly in China.,Central focus of the study on dementia prevalence.
36647450,No,psychiatric stigma,ADRD,"However, these measures could be impacted by misconceptions about dementia and associated psychiatric stigma from community health professionals and relatives of dementia patients.",Key outcome variable related to dementia perception.
36647450,No,dementia knowledge,ADRD,The Chinese version of Dementia Knowledge Assessment Scale (DKAS) and the Perceived Psychiatric Stigma Scale (PPSS) were used to evaluate the participants' knowledge of dementia and dementia-related psychiatric stigma.,Assessed as a core study parameter.
36302670,No,cognitive decline,ADRD,Steeper age-related cognitive declines are associated with increased risk of dementia.,Cognitive decline is a core outcome in ADRD studies.
36302670,No,APOE ε4,ADRD,33% APOE ε4+ were followed up over 5 years...,APOE ε4 is a genetic risk factor for Alzheimer's disease.
36604747,No,behavioral variant frontotemporal dementia (bvFTD),AD/ADRD,"Behavioral variant frontotemporal dementia (bvFTD) is predominantly considered a dysfunction in cortico-cortical transmission, with limited direct investigation of cortical-subcortical transmission.","Study focuses on bvFTD, a subtype of frontotemporal dementia."
36604747,No,MAPT P301L mutation,AD/ADRD,"Additionally, six asymptomatic carriers of the MAPT P301L mutation were compared with 12 non-carriers who were all from the same family of bvFTD.",Genetic mutation linked to bvFTD progression.
35253853,No,,,,
36637820,No,,,,
38007671,No,,,,
37931333,No,,,,
37874109,No,Alzheimer's disease,AD/ADRD,"Alzheimer's disease (AD) disproportionately affects Black/African American and Hispanic/Latino adults, yet they are underrepresented in AD studies.",Central focus of the study on recruitment for AD prevention.
37874109,No,Alzheimer's disease prevention studies,AD/ADRD,This study explores barriers and facilitators to signing up for an AD participant recruitment registry website intended to optimize recruitment of these adults.,Directly references AD prevention research context.
37874101,No,,,,
37840486,No,,,,
37840484,No,depression,ADRD,"Depression, arterial hypertension, traumatic brain injury, cerebrovascular diseases, and the APOE4 proxy SNP rs769449 had the strongest individual associations with AD/ADRD risk.",Mental health condition linked to ADRD risk.
37840484,No,arterial hypertension,ADRD,"Depression, arterial hypertension, traumatic brain injury, cerebrovascular diseases, and the APOE4 proxy SNP rs769449 had the strongest individual associations with AD/ADRD risk.",Cardiovascular condition associated with ADRD.
37840484,No,cerebrovascular diseases,ADRD,"Depression, arterial hypertension, traumatic brain injury, cerebrovascular diseases, and the APOE4 proxy SNP rs769449 had the strongest individual associations with AD/ADRD risk.",Vascular condition linked to ADRD risk.
37840484,No,APOE4 proxy SNP rs769449,ADRD,"Depression, arterial hypertension, traumatic brain injury, cerebrovascular diseases, and the APOE4 proxy SNP rs769449 had the strongest individual associations with AD/ADRD risk.",Genetic variant associated with ADRD.
37820490,No,semantic variant primary progressive aphasia (svPPA),ADRD,"There are two clinical variants of SD: semantic variant primary progressive aphasia (svPPA), which is characterized by predominant atrophy in the anterior temporal lobe and insula in the left hemisphere, and semantic behavioral variant frontotemporal dementia (sbvFTD), which is characterized by predominant atrophy in those structures in the right hemisphere.",svPPA is a clinically defined ADRD subtype.
37820490,No,semantic behavioral variant frontotemporal dementia (sbvFTD),ADRD,"There are two clinical variants of SD: semantic variant primary progressive aphasia (svPPA), which is characterized by predominant atrophy in the anterior temporal lobe and insula in the left hemisphere, and semantic behavioral variant frontotemporal dementia (sbvFTD), which is characterized by predominant atrophy in those structures in the right hemisphere.",sbvFTD is a clinically defined ADRD subtype.
37807783,No,dementia causes,ADRD,"Information needs existed around dementia causes, early AD symptoms, genetic information, and psychosocial consequences of disclosure.",Mentions dementia etiology but not linked to Food factors.
37806302,No,,,,
37742638,Yes,nutritional problems,Food,Persons with dementia are at risk of developing nutritional problems.,Directly links nutritional issues to dementia.
37742638,Yes,dementia,AD/ADRD,Persons with dementia are at risk of developing nutritional problems.,Specifies the health condition (dementia) associated with nutritional problems.
37718813,No,,,,
37718799,No,dementia risk reduction,ADRD,There is accumulating evidence that addressing modifiable risk and protective factors has an impact on dementia rates.,"General reference to dementia risk reduction, not specific to Food factors."
37718799,No,lifestyle behaviors,ADRD,Participants were purposively selected based on lifestyle behaviors that are associated with dementia risk.,"General lifestyle behaviors linked to dementia risk, not Food-specific."
37694796,No,,,,
37694365,No,,,,
37694364,Yes,total sugar intake,Food,"Those in the highest quintile of total sugar intake were twice as likely to develop dementia than those in the lowest quintile (Q5 versus Q1:HR=2.10 (95% CI: 1.05, 4.19)...",Linked to increased dementia risk in older adults.
37694364,Yes,fructose,Food,"In exploratory analyses, the highest versus lowest quintile of fructose... had higher dementia risk by 2.8 (95% CI: 1.38, 5.67) times, respectively.",Associated with elevated dementia risk.
37694364,Yes,sucrose,Food,"In exploratory analyses, the highest versus lowest quintile of... sucrose... had higher dementia risk by 1.93 (95% CI: 1.05, 3.54) times, respectively.",Tied to increased dementia risk.
37694364,Yes,dementia,AD/ADRD,A higher intake of total sugar or total calories from sugar is associated with increased dementia risk in older adults.,Outcome variable linked to dietary sugar intake.
37694363,No,Alzheimer's disease,AD/ADRD,"Posttraumatic stress disorder (PTSD) and traumatic brain injury (TBI) are common in Veterans and linked to behavioral disturbances, increased risk of cognitive decline, and Alzheimer's disease.",Mentioned as an outcome associated with PTSD and TBI.
37633717,No,,,,
37581834,No,Alzheimer's disease,AD/ADRD,"The first project was a 2-year prospective cohort study of antidementia drug non-persistency in mild-to-moderate Alzheimer's disease (AD) in Europe: predictors of discontinuation and switch in the ICTUS (Impact of Cholinergic Treatment USe) study, an FP5 project with 1380 patients.",Mentions Alzheimer's disease as the focus of the ICTUS study.
37581834,No,mild cognitive impairment,AD/ADRD,"The second project was DESCRIPA study, an FP5 project to DEvelopment of Screening guidelines and clinical CRIteria for Predementia Alzheimer's disease, with 881 patients with mild cognitive impairment (MCI).",Refers to mild cognitive impairment as a predementia condition in the DESCRIPA study.
37581834,No,dementia,AD/ADRD,"The last 10 years we have run, in collaboration with organizations in different European countries, many projects in order to support patients with neurodegenerative diseases, mainly patients with dementia and their caregivers.",General reference to dementia as a focus of the described projects.
37545244,No,,,,
37522204,No,,,,
37517389,No,,,,
37486491,Yes,unhealthy diet,Food,"A great percentage of these cases can be attributed to some common modifiable risk factors such as ... unhealthy diet, and a low level of education.",Unhealthy diet is a modifiable risk factor for ADRD.
37486491,Yes,Alzheimer's disease,AD/ADRD,The Finnish Geriatric Intervention Study (FINGER Study) proves that some interventions focused on the abovementioned risk factors of the individual's daily life can contribute to delay the occurrence of Alzheimer's disease.,Primary focus of the study on ADRD prevention.
37482993,No,dementia,ADRD,"To describe and quantify direct healthcare expenditure and its evolution from three years before and up to ten years after the diagnosis of dementia, compared to a matched group without dementia.",Primary condition studied in the paper.
37482057,No,,,,
37458035,No,,,,
37458034,No,,,,
37418207,No,,,,
37393506,No,people living with dementia,ADRD,"This study aimed to generate strategies and ideas on how homes for people living with dementia in a village setting within a suburban community, could be designed and function without external boundaries.",Directly refers to the target population for ADRD research.
